course,equivalent_course
SOSL 21700,SOSL 31700
SOSL 21700,LGLN 24300
SOSL 21700,LGLN 34300
SOSL 26800,ANTH 25908
SOSL 26800,ANTH 35908
SOSL 26800,CMLT 23301
SOSL 26800,CMLT 33301
SOSL 26800,NEHC 20568
SOSL 26800,NEHC 30568
SOSL 26800,SOSL 36800
SOSL 27200,CMLT 23201
SOSL 27200,CMLT 33201
SOSL 27200,NEHC 20885
SOSL 27200,NEHC 30885
SOSL 27200,SOSL 37200
SOSL 27300,CMLT 23401
SOSL 27300,CMLT 33401
SOSL 27300,HIST 24005
SOSL 27300,HIST 34005
SOSL 27300,NEHC 20573
SOSL 27300,NEHC 30573
SOSL 27300,SOSL 37300
SOSL 27601,SOSL 37601
SOSL 27601,CMLT 23902
SOSL 27601,CMLT 33902
SOSL 27601,GNSE 27607
SOSL 27700,SOSL 37700
SOSL 27700,CMLT 27701
SOSL 27700,CMLT 37701
SOSL 27700,RUSS 27300
SOSL 27700,RUSS 37300
SOSC 02980,HUMA 02980
SOSC 20200,SOCI 20118
SOSC 20200,MAPS 30900
SOSC 20200,SOCI 30118
SOSC 20200,SOSC 30900
SOSC 20200,SSAD 53200
SOSC 21100,MUSI 12100
SOSC 21100,HIST 12700
SOSC 21200,MUSI 12200
SOSC 21200,HIST 12800
SOSC 22000,NEHC 30601
SOSC 22000,RLST 20401
SOSC 22000,NEHC 20601
SOSC 22100,NEHC 30602
SOSC 22100,RLST 20402
SOSC 22100,NEHC 20602
SOSC 22200,NEHC 30603
SOSC 22200,RLST 20403
SOSC 22200,NEHC 20603
SOSC 23000,SALC 20100
SOSC 23000,ANTH 24101
SOSC 23000,HIST 10800
SOSC 23000,SASC 20000
SOSC 23100,SALC 20200
SOSC 23100,ANTH 24102
SOSC 23100,HIST 10900
SOSC 23100,SASC 20100
SOSC 23500,HIST 15100
SOSC 23500,CRES 10800
SOSC 23500,EALC 10800
SOSC 23600,HIST 15200
SOSC 23600,CRES 10900
SOSC 23600,EALC 10900
SOSC 23700,HIST 15300
SOSC 23700,CRES 11000
SOSC 23700,EALC 11000
SOSC 23801,HIST 15400
SOSC 23801,CRES 11200
SOSC 23801,EALC 15400
SOSC 24000,HIST 13900
SOSC 24000,RUSS 25100
SOSC 24100,HIST 14000
SOSC 24100,RUSS 25200
SOSC 24001,CRES 24001
SOSC 24001,ANTH 24001
SOSC 24001,HIST 18301
SOSC 24002,CRES 24002
SOSC 24002,ANTH 24002
SOSC 24002,HIST 18302
SOSC 24003,CRES 24003
SOSC 24003,ANTH 24003
SOSC 24003,HIST 18303
SOSC 24003,SALC 20702
SOSC 25100,SOCI 20104
SOSC 25100,CRES 20104
SOSC 25100,GEOG 22700
SOSC 25100,GEOG 32700
SOSC 25100,SOCI 30104
SOSC 26100,LACS 16100
SOSC 26100,ANTH 23101
SOSC 26100,CRES 16101
SOSC 26100,HIST 16101
SOSC 26100,HIST 36101
SOSC 26100,LACS 34600
SOSC 26200,LACS 16200
SOSC 26200,ANTH 23102
SOSC 26200,CRES 16102
SOSC 26200,HIST 16102
SOSC 26200,HIST 36102
SOSC 26200,LACS 34700
SOSC 26300,LACS 16300
SOSC 26300,ANTH 23103
SOSC 26300,CRES 16103
SOSC 26300,HIST 16103
SOSC 26300,HIST 36103
SOSC 26300,LACS 34800
SOSC 26900,BPRO 24800
SOSC 26900,ENST 24800
SOSC 26900,BIOS 02810
SOSC 34500,ANTH 24511
SOSC 34500,ANTH 34502
SOSC 34500,CHDV 38101
SOSC 34500,CRES 34501
SOSC 34500,MAPS 34500
SOSC 34600,ANTH 24512
SOSC 34600,CRES 34502
SOCI 20004,SOCI 30004
SOCI 20101,PBPL 23000
SOCI 20101,SOCI 30101
SOCI 20102,SOCI 30102
SOCI 20103,SOCI 30103
SOCI 20104,CRES 20104
SOCI 20104,GEOG 22700
SOCI 20104,GEOG 32700
SOCI 20104,SOCI 30104
SOCI 20104,SOSC 25100
SOCI 20105,SOCI 30105
SOCI 20105,PPHA 39300
SOCI 20106,ENST 23500
SOCI 20106,PBPL 23600
SOCI 20106,SOCI 30106
SOCI 20107,GNSE 27100
SOCI 20107,SOCI 30107
SOCI 20111,SOCI 30111
SOCI 20118,MAPS 30900
SOCI 20118,SOCI 30118
SOCI 20118,SOSC 20200
SOCI 20118,SOSC 30900
SOCI 20118,SSAD 53200
SOCI 20123,GNSE 20100
SOCI 20140,CRES 20140
SOCI 20150,ANTH 25401
SOCI 20150,ANTH 35401
SOCI 20150,SOCI 30150
SOCI 20157,SOCI 30157
SOCI 20175,GNSE 20170
SOCI 20179,SOCI 30179
SOCI 20191,SOCI 30191
SOCI 20192,SOCI 30192
SOCI 20208,SOCI 30208
SOCI 20219,SOCI 30219
SOCI 20222,PBPL 27070
SOCI 20226,CHDV 27821
SOCI 20226,PBPL 27821
SOCI 20233,SOCI 30233
SANS 20200,HREL 36000
SANS 20200,SALC 48400
SALC 20100,ANTH 24101
SALC 20100,HIST 10800
SALC 20100,SASC 20000
SALC 20100,SOSC 23000
SALC 20200,ANTH 24102
SALC 20200,HIST 10900
SALC 20200,SASC 20100
SALC 20200,SOSC 23100
SALC 20400,RLST 26800
SALC 20400,FNDL 24400
SALC 20400,HREL 35000
SALC 20400,SALC 48200
SALC 20508,CMST 24106
SALC 20508,HIST 26707
SALC 20508,HIST 36707
SALC 20508,SALC 30508
SALC 20702,CRES 24003
SALC 20702,ANTH 24003
SALC 20702,HIST 18303
SALC 20702,SOSC 24003
SALC 20800,MUSI 23700
SALC 20800,SALC 30800
SALC 20900,ANTH 25500
SALC 20900,ANTH 42600
SALC 20900,SALC 30900
SALC 20901,RLST 24201
SALC 20901,DVPR 30200
SALC 20901,HREL 30200
SALC 20901,SALC 30901
SALC 20902,RLST 24202
SALC 20902,DVPR 30300
SALC 20902,HREL 30300
SALC 20902,SALC 30902
SALC 22900,ANTH 22910
SALC 25300,GNSE 25310
SALC 25300,RLST 26811
SALC 25302,CRES 25302
SALC 25302,HIST 26604
SALC 25701,FNDL 23601
SALC 25701,GNDR 32200
SALC 25701,HREL 32200
SALC 25701,RLST 27300
SALC 25701,SALC 35701
SALC 25701,SCTH 35600
SALC 25704,RLST 27710
SALC 27300,CMLT 25009
SALC 27300,EALC 25009
TAML 10100,LGLN 10115
TAML 10200,LGLN 10215
TAML 10300,LGLN 10315
TAML 20100,LGLN 20115
TAML 20200,LGLN 20215
TAML 20300,LGLN 20315
STAT 22400,HSTD 32400
STAT 22600,HSTD 32600
STAT 22700,HSTD 32700
STAT 24300,STAT 30750
STAT 24610,STAT 37500
STAT 25300,STAT 31700
STAT 26100,STAT 33600
STAT 26700,CHSS 32900
STAT 26700,HIPS 25600
STAT 26700,STAT 36700
STAT 27400,STAT 37400
STAT 27725,CMSC 25400
TAPS 25500,CRWR 27103
TAPS 27900,ARTV 24550
TAPS 27900,ARTV 34550
TAPS 28400,ENGL 13800
TAPS 28400,CLAS 31200
TAPS 28400,CLCV 21200
TAPS 28400,CMLT 20500
TAPS 28400,CMLT 30500
TAPS 28400,ENGL 31000
TAPS 28401,ENGL 13900
TAPS 28401,CMLT 20600
TAPS 28401,CMLT 30600
TAPS 28401,ENGL 31100
TAPS 28414,ARTV 24301
TAPS 28414,ARTV 34301
TAPS 28417,GRMN 28914
TAPS 28417,GRMN 38914
TAPS 28417,JWSC 28914
TAPS 28417,MUSI 28914
TAPS 28417,MUSI 38914
TAPS 28417,RLIT 38914
TAPS 28417,RLST 28914
TAPS 28429,ARTV 23833
TAPS 28429,ARTV 33833
TAPS 28429,CRES 23833
TAPS 28429,CRES 38333
TAPS 28429,MUSI 26114
TAPS 28429,MUSI 38214
TAPS 28438,ENGL 24408
TAPS 28438,CMLT 24408
TAPS 28442,FNDL 25202
TAPS 28442,GRMN 28714
TAPS 28443,ARTV 24552
TAPS 28443,ARTV 34552
TAPS 28444,ARTV 10100
TAPS 28445,ARTV 10200
TAPS 28448,ARTV 22200
TAPS 28448,ARTV 32000
TAPS 28452,HUMA 25202
TAPS 28452,HIPS 25203
TAPS 28452,LLSO 27801
TAPS 28452,CMST 25204
TAPS 28454,EALC 19909
TAPS 28472,CLCV 27514
ARTV 10100,TAPS 28444
ARTV 10200,TAPS 28445
ARTV 10300,CMST 10300
ARTV 10300,TAPS 23400
ARTV 21001,ARTV 31001
ARTV 21501,ARTV 31501
ARTV 21700,ARTV 31700
ARTV 21900,ARTV 31900
ARTV 22000,ARTV 32200
ARTV 22002,ARTV 32202
ARTV 22306,ARTV 32306
ARTV 22308,ARTV 32308
ARTV 22500,ARTV 32500
ARTV 22500,CMST 28801
ARTV 22500,CMST 38801
ARTV 22502,ARTV 32502
ARTV 23801,ARTV 33801
ARTV 23801,CMST 28903
ARTV 23804,ARTV 33804
ARTV 23848,ARTV 33848
ARTV 23848,CMST 28005
ARTV 23900,ARTV 33900
ARTV 23904,CMST 23904
ARTV 23904,ARTV 33904
ARTV 23905,CMST 33905
ARTV 23905,ARTV 33905
ARTV 23920,ARTV 33920
ARTV 24000,ARTV 34000
ARTV 24000,CMST 27600
ARTV 24000,CMST 37600
ARTV 24112,ARTV 34112
ARTV 24113,ANTH 25103
ARTV 24113,ANTH 35103
ARTV 24113,ARTV 34113
ARTV 24210,ARTV 34210
ARTV 24301,ARTV 34301
ARTV 24301,TAPS 28414
ARTV 24405,ARTV 34405
ARTV 24406,ARTV 34406
ARTV 24550,ARTV 34550
ARTV 24550,TAPS 27900
ARTV 24553,ARTV 34553
ARTV 25300,CMST 10100
ARTV 25300,ARTH 20000
ARTV 25300,ENGL 10800
ARTV 26000,ARTV 36300
ARTV 26201,ARTH 26201
ARTV 26201,ARTH 36201
ARTV 26201,ARTV 36201
ARTV 26201,CMST 29004
ARTV 26201,CMST 39004
ARTV 26214,ARTV 36214
ARTV 26500,CMST 28500
ARTV 26500,ARTH 28500
ARTV 26500,ARTH 38500
ARTV 26500,ARTV 36500
ARTV 26500,CMLT 22400
ARTV 26500,CMLT 32400
ARTV 26500,CMST 48500
ARTV 26500,ENGL 29300
ARTV 26500,ENGL 48700
ARTV 26500,MAPH 36000
ARTV 26600,CMST 28600
ARTV 26600,ARTH 28600
ARTV 26600,ARTH 38600
ARTV 26600,CMLT 22500
ARTV 26600,CMLT 32500
ARTV 26600,CMST 48600
ARTV 26600,ENGL 29600
ARTV 26600,ENGL 48900
ARTV 26600,MAPH 33700
ARTV 26750,CMST 21801
ARTV 26750,ARTV 36750
ARTV 26750,CMST 31801
ARTV 26750,HMRT 25104
ARTV 26750,HMRT 35104
ARTV 27200,ARTV 37200
