ENGL 20602,Spring
ENGL 21202,Unknown
ENGL 22209,Unknown
ENGL 22210,Autumn
ENGL 22403,Spring
ENGL 23400,Winter
ENGL 23408,Winter
ENGL 23415,Spring
ENGL 24314,Autumn
ENGL 24402,Spring
ENGL 24408,Winter
ENGL 24409,Spring
ENGL 24807,Spring
ENGL 25010,Autumn
ENGL 25108,Winter
ENGL 25202,Spring
ENGL 25215,Spring
ENGL 25405,Winter
ENGL 25419,Spring
ENGL 25420,Spring
ENGL 25421,Autumn
ENGL 25955,Autumn
ENGL 25957,Spring
ENGL 25958,Autumn
ENGL 26000,Autumn
ENGL 26208,Autumn
ENGL 26403,Winter
ENGL 27312,Spring
ENGL 27807,Unknown
ENGL 27808,Winter
ENGL 28604,Autumn
ENGL 28811,Unknown
ENGL 28813,Winter
ENGL 28912,Spring
ENGL 32302,Spring
ENGL 29300,Autumn
ENGL 29600,Winter
ENGL 29700,Unknown
ENGL 29900,Unknown
GEOS 13100,Autumn
GEOS 13200,Winter
GEOS 13300,Spring
GEOS 13400,Unknown
GEOS 21000,Autumn
GEOS 21005,Unknown
GEOS 21100,Spring
GEOS 21200,Spring
GEOS 21205,Autumn
GEOS 21400,Spring
GEOS 22000,Winter
GEOS 22040,Autumn
GEOS 22050,Winter
GEOS 22060,Winter
GEOS 22200,Autumn
GEOS 23200,Autumn
GEOS 23205,Winter
GEOS 23400,Spring
GEOS 23800,Autumn
GEOS 23805,Winter
GEOS 23900,Autumn
GEOS 24200,Winter
GEOS 24500,Spring
GEOS 24600,Spring
GEOS 24705,Spring
GEOS 25400,Autumn
GEOS 26300,Autumn
GEOS 26600,Spring
GEOS 27000,Spring
GEOS 28000,Winter
GEOS 28100,Winter
GEOS 28300,Autumn
GEOS 29001,Unknown
GEOS 29002,Winter
GEOS 29003,Unknown
GEOS 29004,Unknown
GEOS 29005,Unknown
GEOS 29700,Unknown
ENST 12100,Autumn
ENST 12300,Unknown
ENST 12402,Winter
ENST 12404,Winter
ENST 13106,Winter
ENST 13300,Spring
ENST 21201,Autumn
ENST 21301,Winter
